id,angle
126,146.1920411
127,9.88377569
128,156.6695741
129,307.1340917
130,333.4110928
131,142.1965333
132,262.5490084
133,43.79233293
134,252.9560666
135,234.6737056
136,323.4584409
137,354.5406345
138,215.1789461
139,332.4509295
140,257.9712066
141,310.2873481
142,93.63984456
143,341.9388302
144,167.5684663
145,292.5525871
146,135.3972824
147,117.3038337
148,117.3861952
149,54.1490065
150,99.52567911
151,17.26126646
152,136.8180322
153,78.9413968
154,237.2355037
155,113.6403857
156,180.1127659
157,256.8130095
158,248.6400729
159,312.7718291
160,29.97306007
161,158.6122341
162,104.2105035
163,154.3141831
164,315.4196517
165,230.6643423
166,327.6931373
167,352.7017875
168,261.6529125
169,354.9482211
170,264.5594233
171,270.5722186
172,85.96918382
173,227.1108852
174,2.748445872
175,344.3822542
176,158.9241041
177,134.3106465
178,12.9502476
179,146.6785649
180,29.09116809
181,329.6108166
182,309.9246374
183,22.31718712
184,15.80803903
185,50.6760704
186,289.2922708
187,233.4638095
188,277.0899956
189,226.1100056
190,9.56813875
191,175.9539057
192,87.66254119
193,231.3197074
194,100.9922054
195,260.878845
196,4.135556849
197,161.2219665
198,165.5338211
199,284.8833079
200,340.5781364
201,41.94353847
202,184.837839
203,90.58261508
204,116.9201224
205,344.6662992
206,228.1321611
207,67.6205085
208,81.95710588
209,83.50576142
210,142.0079753
211,135.0768256
212,10.35375568
213,125.4998682
214,230.1944307
215,275.5349956
216,124.8961154
217,62.63547294
218,176.2713902
219,314.5496791
220,312.7253557
221,32.05188673
222,355.589457
223,86.23866114
224,303.5578652
225,78.46786984
226,126.7988678
227,219.4749038
228,249.8596553
229,44.41145533
230,243.3999956
231,25.62268052
232,134.4656107
233,352.1668518
234,131.5588468
235,318.7036344
236,50.7448333
237,156.5928939
238,205.870444
239,121.8349164
240,47.18845851
241,47.84811312
242,10.55451454
243,138.6355026
244,296.1065502
245,126.4465116
246,70.70535194
247,283.9735549
248,173.8279715
249,252.2949131
250,22.09568398
251,119.7953765
252,313.9909084
253,325.6100414
254,109.4020307
255,1.013682797
256,92.96117594
257,217.6807952
258,60.90687818
259,33.5257719
260,74.44039195
261,256.5373498
262,265.7384106
263,258.7938674
264,345.3249696
265,299.5461831
266,88.81981002
267,144.7436431
268,348.5362742
269,344.9048511
270,276.2165727
271,35.47684161
272,233.9045505
273,213.5388288
274,255.1413858
275,103.2685065
276,221.2724229
277,194.5163777
278,89.91532097
279,115.59973
280,321.6835729
281,207.0913352
282,167.0082656
283,84.48548598
284,210.1221272
285,51.0470511
286,212.0544783
287,353.8662048
288,163.10395
289,319.106765
290,352.6041551
291,292.0781998
292,25.42913033
293,267.1534366
294,146.1027163
295,209.8405482
296,106.9997523
297,232.5389888
298,219.4762672
299,158.0069322
300,318.9274719
301,220.0426658
302,309.3793586
303,256.0558955
304,185.693656
305,106.9438878
306,137.65472
307,304.9511581
308,267.3865789
309,7.046337386
310,270.6673453
311,208.9804171
312,108.6023361
313,0.130177259
314,319.7124507
315,12.85580834
316,325.9829766
317,334.8575852
318,40.48050239
319,142.0955573
320,153.2664319
321,168.549391
322,293.6946336
323,236.524801
324,254.7247603
325,76.72240057
326,214.4647908
327,191.0755155
328,350.7842105
329,82.48255295
330,24.69737116
331,110.6235317
332,37.46173723
333,130.4628771
334,169.2074747
335,101.1082072
336,34.04996205
337,3.950982332
338,318.4022506
339,87.38460705
340,278.0250444
341,166.3220248
342,269.0944892
343,149.4538761
344,162.7566693
345,168.1122697
346,30.60016913
347,125.3712065
348,132.67935
349,168.6230585
350,39.9575495
351,4.582903291
352,135.6873031
353,37.07877213
354,83.53954105
355,236.5858414
356,234.9216579
357,266.4069977
358,120.6519849
359,43.51534447
360,99.20069422
361,47.73448802
362,0.302149754
363,132.121265
364,132.7993231
365,109.5851159
366,319.1849153
367,211.7826032
368,112.5876422
369,130.7555144
370,199.9667891
371,175.6925783
372,343.2711484
373,160.9580601
374,287.1188432
375,213.7174414
376,52.84708492
377,308.1413691
378,77.3127156
379,213.7068879
380,8.512571588
381,163.651587
382,18.15751547
383,9.144799306
384,32.74711466
385,83.37793198
386,42.46525542
387,301.587297
388,56.34181962
389,292.2025002
390,56.20772155
391,86.91469557
392,341.8266802
393,250.6181757
394,283.2561863
395,209.1626896
396,325.3881444
397,161.9504057
398,160.8639625
399,184.590851
400,167.4201274
401,210.3670941
402,329.0266056
403,342.6476931
404,275.4505392
405,233.8535389
406,280.0029483
407,5.832891546
408,272.7281149
409,312.1200798
410,267.9293284
411,99.32179538
412,210.7299943
413,281.3198256
414,212.5692028
415,264.2923265
416,143.4256609
417,222.3310684
418,343.4527747
419,217.3014282
420,42.19609016
421,127.3428819
422,217.4775346
423,143.3237369
424,76.5798617
425,21.9091659
426,152.9598198
427,298.4473471
428,134.9926011
429,341.4651497
430,303.6555602
431,158.0011063
432,130.1863082
433,107.9335315
434,245.5427033
435,201.937947
436,223.7618362
437,186.2361859
438,353.7733268
439,169.8785073
440,37.39890364
441,311.2994707
442,1.713861803
443,8.348706546
444,99.11262488
445,136.3497819
446,133.0789708
447,106.0866744
448,100.715926
449,324.7159903
450,215.8211579
451,219.2086919
452,186.1143331
453,299.3621701
454,309.7599929
455,116.9297746
456,290.4984992
457,296.9936468
458,336.3793712
459,170.1056483
460,281.8550574
461,43.05552877
462,144.5816244
463,38.91678146
464,193.2148072
465,47.72213192
466,203.3019992
467,192.5138745
468,205.9005487
469,289.1142566
470,332.7064801
471,249.7807898
472,252.5169814
473,210.4811398
474,79.10719913
475,150.2472281
476,38.70691821
477,121.0136769
478,130.8806861
479,313.5209576
480,347.8671465
481,273.7704163
482,299.0774219
483,279.2530778
484,18.54342567
485,172.2373211
486,237.6346146
487,89.17593277
488,229.6981949
489,227.3594668
490,186.3642087
491,304.7121256
492,310.4550538
493,123.3384551
494,130.6725847
495,285.9970995
496,207.8673274
497,230.7309881
498,286.1295947
499,356.4663425
500,96.51177554
501,133.3097123
502,50.47512188
503,310.7564815
504,204.0212288
505,269.8625575
506,342.5063943
507,4.321819467
508,269.0858166
509,25.13044911
510,42.40219246
511,216.0197627
512,255.0541925
513,207.7119897
514,358.328636
515,164.0918871
516,214.688567
517,188.6734854
518,33.59050886
519,227.1453734
520,45.21742928
521,45.1517808
522,235.0303701
523,213.3307312
524,112.5846859
525,105.6049883
526,134.7793136
527,313.8062241
528,231.4478216
529,31.95658027
530,145.2287561
531,335.4127413
532,30.55267477
533,289.3471488
534,29.31619848
535,76.10385087
536,306.4352333
537,308.4949973
538,120.1007374
539,137.9054419
540,249.3770824
541,158.3738278
542,106.4405707
543,309.4562678
544,287.137561
545,288.1770661
546,315.6880396
547,111.7891516
548,355.7493817
549,167.114284
550,291.3723763
551,311.5412492
552,3.400011913
553,44.59608709
554,66.00887825
555,280.8749008
556,343.8093929
557,122.1380334
558,195.8931813
559,132.4872123
560,329.349696
561,110.4704464
562,302.9044039
563,335.4710109
564,324.9226036
565,53.54318984
566,309.5191281
567,251.8906612
568,211.3173918
569,50.15230361
570,349.764139
571,47.56889388
572,305.8548793
573,204.6276399
574,208.3451494
575,0.473185793
576,34.06034782
577,110.1140784
578,245.4615343
579,3.089188906
580,185.1945848
581,39.25244962
582,238.3979332
583,180.6064398
584,302.7514379
585,149.4411407
586,69.95242919
587,2.347513109
588,309.4981734
589,132.3449526
590,259.166524
591,147.6497308
592,82.46668798
593,26.18824394
594,2.221526088
595,133.398349
596,42.9467229
597,324.8129812
598,229.6986333
599,87.73593109
600,137.1594769
601,332.9037585
602,75.15280461
603,208.8869694
604,129.2964514
605,259.5696934
606,308.8779903
607,266.1270183
608,345.6021189
609,124.5715442
610,331.5917834
611,100.1182481
612,334.185947
613,16.44897913
614,349.3825979
615,307.8765768
616,59.17762345
617,155.0379535
618,52.91216702
619,6.82421401
620,312.8129833
621,113.1898723
622,242.1198289
623,322.1151125
624,259.1920829
625,169.3775396
626,69.65684706
627,326.903775
628,73.58399881
629,345.57976
630,126.3066845
631,124.1113787
632,259.0536006
633,267.688364
634,351.136669
635,228.7119304
636,138.2999009
637,165.1750192
638,113.430821
639,106.4230276
640,19.71404838
641,271.4895013
642,105.7647039
643,312.7693741
644,165.1877297
645,229.6450118
646,352.6863218
647,253.3433579
648,124.8233254
649,291.2685373
650,288.6171127
651,241.9266241
652,322.2805278
653,130.4181763
654,101.840315
655,235.1641986
656,133.6408963
657,158.044102
658,335.9038906
659,31.96314387
660,346.1479715
661,231.5318454
662,277.6154338
663,340.2301939
664,227.4612157
665,171.1674166
666,69.25500506
667,146.1438229
668,47.25820501
669,308.4412591
670,218.6443593
671,175.3567905
672,173.9563483
673,271.8698686
674,263.8212292
675,134.7220968
676,160.0430066
677,196.8213669
678,149.3317561
679,99.22445529
680,273.979583
681,183.115165
682,148.9276949
683,166.8167242
684,7.0108587
685,211.3116754
686,354.3487873
687,130.8419304
688,310.616897
689,95.70379753
690,252.1808492
691,50.56976862
692,286.6687599
693,235.6068796
694,272.3003247
695,190.4404916
696,348.9226915
697,0.107400408
698,288.4801135
699,20.51819075
700,290.2295119
701,147.1457749
702,269.8169376
703,132.582885
704,349.2473259
705,234.0532082
706,308.9695198
707,104.072113
708,223.3705037
709,243.2867159
710,114.503541
711,123.8593794
712,271.4018334
713,209.0341573
714,354.1209636
715,297.2191932
716,145.7558275
717,329.6026729
718,141.959741
719,229.5997284
720,90.13632127
721,180.64179
722,38.95095054
723,37.71706792
724,93.43145647
725,272.9519368
726,344.6195532
727,46.56692992
728,223.1892102
729,216.0644921
730,334.0829988
731,121.1765204
732,247.5925955
733,49.52701742
734,76.91657801
735,277.2615528
736,191.3043293
737,253.725836
